synapse_id,pre_root_id,post_root_id,pre_cell_type,post_cell_type,region,x_um,y_um,z_um,size_vx
1483,100172,100265,L5_pyr,martinotti,L5,219.2,677.2,17.3,235
1484,100077,100115,L23_pyr,L4_exc,L4,155.3,362.7,189.6,177
1485,100051,100251,L23_pyr,basket,L2/3,228.9,91.2,224.5,155
1486,100257,100270,basket,martinotti,L5,165.4,492.5,313.4,560
1487,100025,100213,L23_pyr,L5_pyr,L5,110.5,475.8,74.2,207
1488,100150,100268,L4_exc,martinotti,L4,123.0,345.7,162.1,191
1489,100082,100132,L23_pyr,L4_exc,L4,280.5,421.8,94.4,92
1490,100088,100019,L23_pyr,L23_pyr,L2/3,91.0,186.4,289.0,402
1491,100223,100145,basket,L4_exc,L4,144.9,307.0,29.8,177
1492,100110,100217,L4_exc,L5_pyr,L5,111.5,578.3,166.7,308
1493,100300,100008,vip,L23_pyr,L2/3,148.2,186.9,236.8,234
1494,100007,100136,L23_pyr,L4_exc,L4,283.2,370.3,231.2,427
1495,100032,100295,L23_pyr,vip,L2/3,88.4,276.8,151.9,107
1496,100105,100175,L4_exc,L5_pyr,L5,114.3,675.4,135.7,112
1497,100108,100230,L4_exc,basket,L5,134.4,646.1,242.1,455
1498,100266,100274,martinotti,martinotti,L2/3,306.0,212.8,121.8,630
1499,100060,100006,L23_pyr,L23_pyr,L2/3,219.5,184.2,199.1,307
1500,100062,100238,L23_pyr,basket,L4,113.9,435.4,241.8,175
1501,100296,100004,vip,L23_pyr,L2/3,61.8,135.8,85.5,209
1502,100186,100162,L5_pyr,L5_pyr,L5,40.1,664.5,96.3,302
1503,100044,100084,L23_pyr,,L2/3,121.8,195.1,14.6,182
1504,100288,100231,vip,basket,L2/3,88.4,259.0,74.6,204
1505,100189,100074,L5_pyr,L23_pyr,L2/3,224.4,252.0,302.2,108
1506,100008,100264,L23_pyr,martinotti,L2/3,186.7,257.1,0.7,72
1507,100249,100129,basket,L4_exc,L4,204.3,458.9,132.9,264
1508,100253,100210,basket,L5_pyr,L5,25.5,489.8,266.6,293
1509,100163,100255,L5_pyr,basket,L4,273.4,336.3,124.1,175
1510,100238,100242,basket,basket,L4,179.7,329.1,251.1,234
1511,100006,100041,L23_pyr,L23_pyr,L2/3,5.2,301.0,220.3,85
1512,100215,100230,L5_pyr,basket,L5,143.0,616.3,298.5,53
1513,100079,100266,L23_pyr,martinotti,L5,259.2,464.5,167.1,219
1514,100055,100058,L23_pyr,L23_pyr,L2/3,147.1,166.1,169.3,83
1515,100207,100220,L5_pyr,L5_pyr,L5,258.4,588.3,130.5,132
1516,100002,100111,L23_pyr,L4_exc,L4,-23.7,321.7,102.1,187
1517,100009,100001,L23_pyr,L23_pyr,L2/3,108.7,199.0,51.7,321
1518,100263,100194,martinotti,L5_pyr,L5,167.9,571.4,159.7,359
1519,100292,100236,vip,basket,L4,59.8,357.2,252.8,473
1520,100135,100066,L4_exc,L23_pyr,L2/3,50.9,274.6,58.7,233
1521,100287,100234,vip,basket,L4,206.3,314.7,19.5,123
1522,100275,100255,martinotti,basket,L4,257.7,329.8,122.8,115
1523,100141,100076,L4_exc,L23_pyr,L2/3,30.6,193.7,218.1,124
1524,100096,100263,L4_exc,martinotti,L4,-18.7,392.1,171.3,163
1525,100176,100134,L5_pyr,L4_exc,L4,183.7,452.0,252.4,203
1526,100205,100237,L5_pyr,basket,L5,41.3,518.5,107.9,392
1527,100063,100272,L23_pyr,martinotti,L2/3,91.7,246.5,197.2,107
1528,100263,100117,martinotti,L4_exc,L4,113.1,387.4,160.8,1356
1529,100105,100250,L4_exc,basket,L4,238.6,306.8,180.8,207
1530,100228,100194,basket,L5_pyr,L5,224.1,527.1,110.7,158
1531,100133,100094,L4_exc,L4_exc,L4,75.3,305.6,263.0,69
1532,100294,100268,vip,martinotti,L4,171.1,304.9,193.6,771
1533,100051,100053,L23_pyr,L23_pyr,L2/3,238.3,295.1,208.3,414
1534,100248,100271,basket,martinotti,L5,90.6,549.4,294.1,905
1535,100074,100113,L23_pyr,L4_exc,L4,91.1,415.2,107.2,136
1536,100201,100212,L5_pyr,L5_pyr,L5,254.3,601.6,202.0,192
1537,100022,100024,L23_pyr,L23_pyr,L2/3,114.5,178.8,70.8,153
1538,100190,100106,L5_pyr,L4_exc,L4,174.2,350.8,71.6,474
1539,100013,100081,L23_pyr,,L2/3,16.4,232.7,78.5,202
1540,100269,100032,martinotti,L23_pyr,L2/3,55.5,301.1,190.0,102
1541,100255,100088,basket,L23_pyr,L2/3,113.3,233.5,206.8,717
1542,100089,100145,L23_pyr,L4_exc,L4,159.3,315.3,-33.7,190
1543,100252,100053,basket,L23_pyr,L2/3,249.9,322.5,196.0,236
1544,100082,100093,L23_pyr,L4_exc,L4,201.0,356.4,124.1,429
1545,100164,100227,L5_pyr,basket,L5,113.9,415.0,-10.7,272
1546,100299,100155,vip,L4_exc,L4,234.7,398.7,37.6,192
1547,100066,100148,L23_pyr,L4_exc,L4,193.0,329.1,161.6,151
1548,100100,100016,L4_exc,L23_pyr,L2/3,173.2,222.0,106.3,136
1549,100239,100040,basket,L23_pyr,L2/3,256.3,171.5,186.7,492
1550,100066,100239,L23_pyr,basket,L2/3,129.4,161.6,280.7,278
1551,100015,100231,L23_pyr,basket,L2/3,77.7,303.3,65.7,131
1552,100017,100282,L23_pyr,martinotti,L2/3,-3.7,135.8,112.1,55
1553,100207,100163,L5_pyr,L5_pyr,L5,233.6,528.0,151.2,205
1554,100093,100255,L4_exc,basket,L4,231.9,335.9,165.8,310
1555,100031,100091,L23_pyr,L4_exc,L4,281.6,468.1,238.2,180
1556,100100,100151,L4_exc,L4_exc,L4,16.2,433.2,78.7,135
1557,100112,100047,L4_exc,L23_pyr,L2/3,97.0,219.8,252.9,128
1558,100089,100066,L23_pyr,L23_pyr,L2/3,8.2,314.6,63.7,412
1559,100172,100265,L5_pyr,martinotti,L5,177.0,703.0,13.8,112
1560,100094,100097,L4_exc,L4_exc,L4,138.5,299.6,58.7,233
1561,100244,100034,basket,L23_pyr,L2/3,241.2,231.8,181.5,112
1562,100266,100003,martinotti,L23_pyr,L2/3,123.6,190.1,92.2,98
1563,100261,100265,martinotti,martinotti,L5,250.2,676.1,50.1,992
1564,100057,100070,L23_pyr,L23_pyr,L2/3,315.4,147.6,275.1,237
1565,100194,100211,L5_pyr,L5_pyr,L5,206.9,633.8,134.4,404
1566,100002,100034,L23_pyr,L23_pyr,L2/3,244.0,242.1,180.7,216
1567,100265,100164,martinotti,L5_pyr,L5,118.8,517.7,103.2,107
1568,100036,100231,L23_pyr,basket,L2/3,81.1,234.6,104.3,128
1569,100173,100198,L5_pyr,L5_pyr,L5,39.3,588.3,1.3,66
1570,100160,100107,L4_exc,L4_exc,L4,109.2,371.9,126.0,165
1571,100103,100269,L4_exc,martinotti,L5,29.6,459.9,299.7,153
1572,100184,100238,L5_pyr,basket,L4,105.9,384.9,263.1,339
1573,100080,100030,L23_pyr,L23_pyr,L2/3,269.8,219.5,71.5,124
1574,100023,100028,L23_pyr,L23_pyr,L2/3,40.8,109.5,160.8,97
1575,100107,100083,L4_exc,L23_pyr,L2/3,239.5,229.9,108.4,107
1576,100229,100216,basket,,L5,322.1,699.4,161.5,409
1577,100005,100139,L23_pyr,L4_exc,L4,303.4,485.1,222.1,114
1578,100262,100067,martinotti,L23_pyr,L2/3,61.8,284.9,96.7,188
1579,100279,100259,martinotti,basket,L5,313.2,657.3,249.1,320
1580,100136,100076,L4_exc,L23_pyr,L2/3,41.9,191.8,177.9,79
1581,100116,100248,L4_exc,,L2/3,224.7,245.2,139.0,425
1582,100112,100224,L4_exc,basket,L5,97.4,516.8,88.5,150
1583,100064,100139,L23_pyr,,L4,298.7,423.3,201.4,339
1584,100112,100225,L4_exc,,L4,190.7,416.7,315.4,353
1585,100258,100014,basket,L23_pyr,L2/3,17.4,272.0,231.1,193
1586,100081,100021,L23_pyr,L23_pyr,L2/3,74.1,203.4,137.6,249
1587,100222,100202,basket,L5_pyr,L5,93.8,447.1,282.9,88
1588,100188,100221,L5_pyr,basket,L4,208.0,355.0,122.6,236
1589,100049,100043,L23_pyr,L23_pyr,L2/3,170.4,143.7,116.4,729
1590,100217,100277,L5_pyr,martinotti,L4,-23.5,358.5,116.0,227
1591,100268,100077,martinotti,L23_pyr,L2/3,293.1,109.7,144.2,173
1592,100167,100288,L5_pyr,vip,L5,67.7,406.8,189.2,231
1593,100162,100183,L5_pyr,L5_pyr,L5,205.9,458.3,214.3,217
1594,100213,100265,L5_pyr,martinotti,L5,195.7,682.2,31.1,189
1595,100201,100129,L5_pyr,L4_exc,L4,196.7,404.7,148.0,127
1596,100162,100174,L5_pyr,,L5,36.9,658.6,217.8,266
1597,100019,100256,L23_pyr,basket,L2/3,-60.2,277.5,320.2,321
1598,100046,100144,L23_pyr,L4_exc,L4,329.4,357.5,196.8,119
1599,100292,100026,vip,L23_pyr,L2/3,164.5,281.8,243.1,337
1600,100287,100141,vip,L4_exc,L4,195.3,318.2,209.6,288
1601,100066,100109,L23_pyr,L4_exc,L4,57.2,375.3,185.0,154
1602,100075,100252,L23_pyr,basket,L4,91.7,306.0,191.4,211
1603,100203,100064,L5_pyr,L23_pyr,L2/3,258.3,295.1,221.4,234
1604,100117,100138,L4_exc,L4_exc,L4,269.2,337.8,194.1,107
1605,100253,100209,basket,L5_pyr,L5,102.7,609.1,177.7,175
1606,100043,100246,L23_pyr,basket,L2/3,198.3,83.2,107.4,536
1607,100167,100278,L5_pyr,martinotti,L2/3,239.7,310.0,239.9,285
1608,100297,100142,vip,L4_exc,L4,280.1,384.9,36.6,85
1609,100084,100019,L23_pyr,L23_pyr,L2/3,98.0,169.2,267.2,106
1610,100002,100021,L23_pyr,L23_pyr,L2/3,84.4,190.3,108.0,466
1611,100200,100296,L5_pyr,vip,L2/3,143.1,272.6,238.4,99
1612,100252,100082,basket,L23_pyr,L2/3,102.0,269.0,145.5,93
1613,100024,100141,L23_pyr,L4_exc,L4,174.7,313.9,259.1,242
1614,100055,100021,L23_pyr,L23_pyr,L2/3,126.1,197.0,115.9,125
1615,100191,100281,L5_pyr,martinotti,L4,10.8,425.2,135.5,154
1616,100198,100274,L5_pyr,martinotti,L2/3,251.4,222.6,124.6,412
1617,100027,100133,L23_pyr,L4_exc,L4,-21.0,407.5,29.2,55
1618,100066,100247,L23_pyr,basket,L2/3,37.5,110.9,33.4,103
1619,100207,100090,L5_pyr,L23_pyr,L2/3,9.8,270.9,235.2,281
1620,100124,100238,L4_exc,basket,L4,87.9,375.0,296.4,321
1621,100257,100174,basket,L5_pyr,L5,9.9,679.2,233.6,168
1622,100039,100141,L23_pyr,L4_exc,L4,189.3,336.0,214.7,167
1623,100180,100276,L5_pyr,martinotti,L4,215.4,444.9,81.0,109
1624,100120,100047,L4_exc,L23_pyr,L2/3,120.3,251.4,291.7,33
1625,100187,100237,L5_pyr,basket,L5,82.4,517.1,105.9,269
1626,100140,100126,L4_exc,L4_exc,L4,98.6,397.9,0.3,243
1627,100252,100097,basket,L4_exc,L4,127.1,297.5,104.6,165
1628,100002,100116,L23_pyr,L4_exc,L4,136.9,378.7,11.1,372
1629,100169,100178,L5_pyr,L5_pyr,L5,269.9,588.9,202.4,141
1630,100024,100010,L23_pyr,L23_pyr,L2/3,237.6,200.6,241.5,307
1631,100292,100045,vip,L23_pyr,L2/3,-39.5,150.2,276.1,317
1632,100244,100075,basket,L23_pyr,L2/3,127.7,264.6,249.8,445
1633,100283,100190,martinotti,L5_pyr,L5,310.9,485.0,194.0,737
1634,100034,100296,L23_pyr,vip,L2/3,149.2,249.0,198.7,307
1635,100043,100021,L23_pyr,L23_pyr,L2/3,100.8,242.4,115.5,186
1636,100226,100116,basket,L4_exc,L4,117.3,372.4,37.9,219
1637,100094,100256,L4_exc,,L2/3,46.1,266.8,324.0,145
1638,100090,100128,L23_pyr,L4_exc,L4,336.8,252.4,148.5,393
1639,100003,100252,L23_pyr,basket,L4,125.5,309.7,176.2,259
1640,100032,100138,L23_pyr,L4_exc,L4,246.4,338.1,207.2,42
1641,100145,100255,L4_exc,basket,L4,306.5,296.1,144.4,104
1642,100120,100194,L4_exc,L5_pyr,L5,111.7,571.0,124.9,157
1643,100007,100261,L23_pyr,martinotti,L5,139.0,589.9,122.0,131
1644,100227,100127,basket,L4_exc,L4,118.1,325.1,89.3,485
1645,100144,100212,L4_exc,L5_pyr,L5,197.3,530.3,229.0,330
1646,100023,100073,L23_pyr,L23_pyr,L2/3,162.7,242.6,250.5,214
1647,100059,100148,L23_pyr,L4_exc,L4,218.0,304.2,231.3,323
1648,100085,100217,L23_pyr,L5_pyr,L5,86.0,534.9,139.2,241
1649,100021,100001,L23_pyr,L23_pyr,L2/3,53.8,246.3,-7.5,158
1650,100210,100177,L5_pyr,L5_pyr,L5,92.5,470.5,237.3,120
1651,100172,100232,L5_pyr,basket,L2/3,269.8,205.8,101.7,58
1652,100035,100235,L23_pyr,basket,L5,-18.3,521.9,192.5,165
1653,100142,100279,L4_exc,martinotti,L5,175.6,645.6,212.6,271
1654,100057,100065,L23_pyr,L23_pyr,L2/3,146.2,275.2,-16.0,83
1655,100050,100115,L23_pyr,L4_exc,L4,235.8,392.7,269.3,97
1656,100213,100100,L5_pyr,L4_exc,L4,279.0,349.9,233.3,115
1657,100152,100090,L4_exc,L23_pyr,L2/3,22.2,275.3,260.5,327
1658,100064,100257,L23_pyr,basket,L5,8.2,737.3,289.1,339
1659,100235,100199,basket,L5_pyr,L5,96.7,676.8,22.9,92
1660,100032,100263,L23_pyr,martinotti,L4,24.8,415.7,205.7,109
1661,100130,100116,L4_exc,L4_exc,L4,115.0,345.7,26.1,49
1662,100167,100087,L5_pyr,L23_pyr,L2/3,312.0,181.5,111.1,124
1663,100207,100113,L5_pyr,L4_exc,L4,125.2,405.5,87.3,97
1664,100043,100013,L23_pyr,L23_pyr,L2/3,98.6,195.2,51.3,375
1665,100206,100204,L5_pyr,L5_pyr,L5,167.2,654.7,57.4,93
1666,100296,100171,vip,,L5,110.4,514.7,224.0,553
1667,100149,100276,L4_exc,martinotti,L4,202.5,503.7,83.1,301
1668,100016,100251,L23_pyr,basket,L2/3,241.0,106.8,207.5,111
1669,100085,100222,L23_pyr,basket,L4,330.3,387.2,42.7,103
1670,100101,100224,L4_exc,basket,L5,67.7,550.3,117.1,256
1671,100062,100278,L23_pyr,martinotti,L2/3,258.9,226.8,192.3,207
1672,100050,100006,L23_pyr,L23_pyr,L2/3,230.7,143.8,236.9,210
1673,100193,100235,L5_pyr,basket,L5,-7.2,513.2,215.9,89
1674,100289,100252,vip,basket,L4,68.0,336.7,210.2,101
1675,100173,100255,L5_pyr,basket,L4,241.1,319.4,157.4,87
1676,100086,100233,L23_pyr,basket,L2/3,215.9,114.2,255.1,296
1677,100253,100201,basket,L5_pyr,L5,267.9,563.3,266.0,107
1678,100221,100275,basket,martinotti,L5,260.9,449.6,214.7,346
1679,100092,100176,L4_exc,L5_pyr,L5,295.7,581.8,174.3,132
1680,100157,100236,L4_exc,basket,L4,80.1,398.6,292.4,124
1681,100070,100254,L23_pyr,basket,L4,257.8,351.6,233.3,396
1682,100149,100174,L4_exc,L5_pyr,L5,53.7,674.9,213.2,175
1683,100258,100101,basket,L4_exc,L4,221.8,365.4,87.1,969
1684,100257,100166,basket,L5_pyr,L5,140.6,586.8,94.2,239
1685,100244,100112,basket,L4_exc,L4,36.9,418.4,59.7,1017
1686,100020,100251,L23_pyr,basket,L2/3,211.8,122.1,193.4,241
1687,100004,100094,L23_pyr,L4_exc,L4,44.5,308.8,226.0,117
1688,100188,100215,L5_pyr,L5_pyr,L5,21.7,608.6,256.0,132
1689,100204,100126,L5_pyr,L4_exc,L4,98.5,405.2,-0.8,70
1690,100183,100081,L5_pyr,L23_pyr,L2/3,41.3,226.5,111.6,112
1691,100216,100092,L5_pyr,L4_exc,L4,273.4,356.9,167.6,148
1692,100129,100205,L4_exc,L5_pyr,L5,92.4,632.8,90.9,73
1693,100207,100022,L5_pyr,L23_pyr,L2/3,161.2,279.7,119.9,136
1694,100017,100298,L23_pyr,vip,L4,259.9,288.8,321.7,110
1695,100128,100042,L4_exc,L23_pyr,L2/3,164.3,236.4,240.7,269
1696,100124,100081,L4_exc,L23_pyr,L2/3,7.9,216.9,110.4,209
1697,100151,100292,L4_exc,vip,L2/3,43.8,245.4,280.6,151
1698,100023,100130,L23_pyr,L4_exc,L4,218.3,276.5,232.6,116
1699,100201,100120,L5_pyr,L4_exc,L4,220.2,452.4,193.6,527
1700,100221,100031,basket,L23_pyr,L2/3,46.4,273.3,-27.1,494
1701,100219,100201,L5_pyr,L5_pyr,L5,285.3,548.3,283.2,200
1702,100227,100148,basket,L4_exc,L4,196.1,314.1,169.2,249
1703,100145,100209,L4_exc,L5_pyr,L5,82.6,617.0,198.0,72
1704,100206,100061,L5_pyr,L23_pyr,L2/3,297.3,221.2,134.8,138
1705,100098,100216,L4_exc,L5_pyr,L5,277.6,720.4,147.4,247
1706,100040,100156,L23_pyr,L4_exc,L4,55.9,369.3,48.8,91
1707,100221,100210,basket,L5_pyr,L5,86.9,448.9,209.8,103
1708,100128,100119,L4_exc,L4_exc,L4,258.9,417.4,155.5,386
1709,100159,100010,L4_exc,L23_pyr,L2/3,241.0,232.6,190.7,147
1710,100232,100038,basket,L23_pyr,L2/3,46.0,306.8,85.0,108
1711,100136,100185,L4_exc,L5_pyr,L5,231.0,699.5,223.4,265
1712,100292,100290,vip,vip,L5,-1.4,522.5,204.1,213
1713,100261,100265,martinotti,martinotti,L5,226.1,646.3,-6.4,148
1714,100044,100137,L23_pyr,L4_exc,L4,9.1,451.7,290.5,118
1715,100166,100096,L5_pyr,L4_exc,L4,32.0,367.4,171.2,63
1716,100296,100034,vip,L23_pyr,L2/3,294.4,203.1,168.0,251
1717,100018,100065,L23_pyr,L23_pyr,L2/3,162.7,260.6,29.8,128
1718,100242,100027,basket,L23_pyr,L2/3,36.2,288.5,159.5,165
1719,100069,100057,L23_pyr,L23_pyr,L2/3,152.4,160.9,236.8,205
1720,100196,100224,L5_pyr,basket,L5,80.9,525.7,147.1,257
1721,100110,100087,L4_exc,L23_pyr,L2/3,279.2,176.9,105.5,271
1722,100047,100188,L23_pyr,L5_pyr,L5,264.4,561.7,195.8,236
1723,100171,100294,L5_pyr,vip,L5,245.9,558.5,273.9,194
1724,100263,100235,martinotti,basket,L5,9.1,534.7,179.7,231
1725,100283,100201,martinotti,L5_pyr,L5,241.0,546.6,277.8,226
1726,100087,100097,L23_pyr,L4_exc,L4,187.9,285.7,80.7,203
1727,100238,100075,basket,L23_pyr,L2/3,120.4,248.3,240.2,177
1728,100121,100251,L4_exc,basket,L2/3,238.4,117.7,221.8,203
1729,100205,100276,L5_pyr,martinotti,L4,194.8,416.9,45.7,61
1730,100056,100218,L23_pyr,L5_pyr,L5,227.9,484.4,12.7,408
1731,100291,100135,vip,L4_exc,L4,236.4,433.6,-16.7,172
1732,100008,100298,L23_pyr,vip,L4,266.5,271.9,275.3,324
1733,100042,100210,L23_pyr,L5_pyr,L5,-28.4,549.5,236.0,281
1734,100003,100248,L23_pyr,basket,L2/3,247.2,309.2,95.0,287
1735,100252,100018,basket,L23_pyr,L2/3,278.7,106.4,232.9,188
1736,100062,100168,L23_pyr,L5_pyr,L5,25.6,518.0,272.5,215
1737,100036,100157,L23_pyr,L4_exc,L4,194.1,262.2,51.8,99
1738,100266,100268,martinotti,martinotti,L4,183.4,351.2,199.0,390
1739,100246,100037,basket,L23_pyr,L2/3,246.0,224.7,108.0,165
1740,100235,100099,basket,L4_exc,L4,70.1,461.1,302.8,496
1741,100138,100074,L4_exc,L23_pyr,L2/3,239.3,250.2,265.2,75
1742,100270,100213,martinotti,L5_pyr,L5,52.8,472.2,13.3,224
1743,100233,100103,basket,L4_exc,L4,107.1,310.9,263.4,321
1744,100073,100047,L23_pyr,L23_pyr,L2/3,124.2,233.7,254.4,540
1745,100165,100076,L5_pyr,L23_pyr,L2/3,36.6,176.5,203.9,131
1746,100171,100106,L5_pyr,L4_exc,L4,162.8,352.1,80.7,260
1747,100238,100200,basket,L5_pyr,L5,16.8,599.6,311.0,348
1748,100084,100268,L23_pyr,martinotti,L4,140.4,307.0,172.4,350
1749,100075,100156,L23_pyr,L4_exc,L4,97.3,334.4,84.7,251
1750,100169,100266,L5_pyr,martinotti,L5,295.4,516.0,86.8,266
1751,100213,100227,L5_pyr,basket,L5,106.0,435.3,-20.9,135
1752,100145,100240,L4_exc,basket,L5,154.0,437.2,156.6,62
1753,100195,100277,L5_pyr,martinotti,L4,-46.1,330.3,93.7,151
1754,100198,100140,L5_pyr,L4_exc,L4,10.6,424.6,-1.1,600
1755,100009,100019,L23_pyr,L23_pyr,L2/3,108.9,171.1,279.8,104
1756,100052,100244,L23_pyr,basket,L2/3,28.4,278.3,88.8,73
1757,100210,100171,L5_pyr,L5_pyr,L5,157.6,469.3,255.6,195
1758,100072,100046,L23_pyr,L23_pyr,L2/3,286.5,212.8,127.4,168
1759,100165,100156,L5_pyr,L4_exc,L4,85.6,370.8,107.2,191
1760,100126,100146,L4_exc,L4_exc,L4,16.7,402.8,54.8,214
1761,100200,100131,L5_pyr,L4_exc,L4,141.6,398.4,85.8,198
1762,100285,100216,martinotti,L5_pyr,L5,324.1,698.3,180.1,109
1763,100077,100026,L23_pyr,L23_pyr,L2/3,164.9,302.5,285.6,198
1764,100257,100031,basket,L23_pyr,L2/3,78.6,262.1,-36.2,308
1765,100266,100207,martinotti,L5_pyr,L5,7.8,568.1,88.5,201
1766,100049,100038,L23_pyr,L23_pyr,L2/3,42.7,246.7,110.1,225
1767,100201,100150,L5_pyr,L4_exc,L4,115.0,384.5,145.6,236
1768,100291,100145,vip,L4_exc,L4,184.5,313.3,30.6,611
1769,100030,100037,L23_pyr,L23_pyr,L2/3,119.1,194.7,56.5,236
1770,100029,100028,L23_pyr,L23_pyr,L2/3,99.6,142.2,87.8,330
1771,100112,100022,L4_exc,L23_pyr,L2/3,121.2,268.4,104.0,270
1772,100058,100138,L23_pyr,,L4,207.1,404.7,185.7,132
1773,100268,100008,martinotti,L23_pyr,L2/3,157.9,203.1,272.5,429
1774,100240,100171,basket,L5_pyr,L5,130.6,467.8,260.1,965
1775,100026,100064,L23_pyr,L23_pyr,L2/3,271.5,303.8,272.9,194
1776,100061,100087,L23_pyr,L23_pyr,L2/3,293.2,215.7,78.0,451
1777,100214,100261,L5_pyr,martinotti,L5,142.3,679.1,91.4,349
1778,100004,100006,L23_pyr,L23_pyr,L2/3,236.4,163.1,154.9,353
1779,100102,100066,L4_exc,L23_pyr,L2/3,66.0,250.5,68.0,230
1780,100042,100225,L23_pyr,basket,L4,259.0,355.4,316.6,273
1781,100031,100106,L23_pyr,L4_exc,L4,168.1,319.4,89.2,251
1782,100096,100176,L4_exc,L5_pyr,L5,297.5,573.6,180.4,239
1783,100204,100091,L5_pyr,L4_exc,L4,255.8,470.3,235.6,221
1784,100043,100110,L23_pyr,L4_exc,L4,218.7,395.0,131.0,267
1785,100162,100196,L5_pyr,L5_pyr,L5,3.5,668.6,132.5,325
1786,100097,100047,L4_exc,L23_pyr,L2/3,97.3,207.6,261.6,93
1787,100096,100278,L4_exc,martinotti,L2/3,238.4,262.8,234.8,138
1788,100001,100273,L23_pyr,martinotti,L2/3,255.2,200.9,254.2,106
1789,100228,100279,basket,martinotti,L5,121.4,646.7,163.0,104
1790,100140,100139,L4_exc,L4_exc,L4,297.7,474.2,177.5,256
1791,100267,100021,martinotti,L23_pyr,L2/3,128.5,180.8,57.8,501
1792,100108,100266,L4_exc,martinotti,L5,258.8,466.2,145.2,118
1793,100042,100102,L23_pyr,L4_exc,L4,113.8,339.0,99.1,89
1794,100051,100007,L23_pyr,L23_pyr,L2/3,160.7,209.5,119.6,80
1795,100060,100107,L23_pyr,L4_exc,L4,114.8,323.8,69.8,121
1796,100068,100284,L23_pyr,martinotti,L5,219.2,592.8,206.5,147
1797,100037,100274,L23_pyr,martinotti,L2/3,276.1,240.7,145.3,150
1798,100228,100128,basket,L4_exc,L4,258.0,292.4,179.9,190
1799,100098,100289,L4_exc,vip,L5,-2.8,718.7,186.0,233
1800,100009,100041,L23_pyr,L23_pyr,L2/3,-39.8,286.8,312.0,336
1801,100157,100266,L4_exc,martinotti,L5,230.7,493.5,133.1,169
1802,100015,100243,L23_pyr,basket,L2/3,28.7,288.0,88.4,193
1803,100256,100252,basket,basket,L4,116.6,333.9,191.8,470
1804,100181,100215,L5_pyr,L5_pyr,L5,-6.8,547.9,233.5,228
1805,100083,100122,L23_pyr,L4_exc,L4,252.0,403.1,79.7,243
1806,100066,100138,L23_pyr,L4_exc,L4,270.1,352.4,139.0,139
1807,100250,100153,basket,L4_exc,L4,37.2,379.1,273.3,321
1808,100168,100282,L5_pyr,martinotti,L2/3,42.8,129.1,90.9,140
1809,100216,100146,L5_pyr,,L4,-13.4,456.2,89.5,148
1810,100094,100283,L4_exc,martinotti,L5,52.5,481.3,143.7,206
1811,100002,100254,L23_pyr,basket,L4,259.5,416.2,207.3,103
1812,100252,100272,basket,martinotti,L2/3,23.8,230.9,182.9,553
1813,100155,100037,L4_exc,L23_pyr,L2/3,104.0,243.1,57.7,142
1814,100002,100276,L23_pyr,martinotti,L4,170.9,446.0,44.6,312
1815,100027,100252,L23_pyr,basket,L4,96.2,290.3,238.5,384
1816,100101,100291,L4_exc,vip,L4,275.0,402.0,50.3,311
1817,100015,100106,L23_pyr,L4_exc,L4,201.7,331.5,55.7,342
1818,100138,100262,L4_exc,martinotti,L2/3,154.7,214.1,8.8,79
1819,100025,100097,L23_pyr,L4_exc,L4,157.5,332.7,101.2,205
1820,100298,100257,vip,basket,L5,44.6,713.1,294.7,306
1821,100058,100051,L23_pyr,L23_pyr,L2/3,37.1,170.1,207.8,183
1822,100230,100173,basket,L5_pyr,L5,37.1,630.5,258.8,113
1823,100034,100249,L23_pyr,basket,L4,204.9,475.1,44.1,172
1824,100126,100004,L4_exc,L23_pyr,L2/3,48.8,166.8,74.0,71
1825,100180,100250,L5_pyr,,L4,202.5,343.1,191.3,136
1826,100272,100021,martinotti,L23_pyr,L2/3,130.2,203.6,105.4,358
1827,100253,100130,basket,L4_exc,L4,256.4,299.7,212.1,258
1828,100031,100038,L23_pyr,L23_pyr,L2/3,92.7,245.8,108.9,148
1829,100149,100030,L4_exc,L23_pyr,L2/3,288.3,269.0,29.3,114
1830,100181,100113,L5_pyr,L4_exc,L4,108.2,361.0,122.9,135
1831,100177,100040,L5_pyr,L23_pyr,L2/3,262.4,117.9,175.4,230
1832,100293,100165,vip,L5_pyr,L5,121.5,472.3,257.1,147
1833,100206,100281,L5_pyr,martinotti,L4,29.3,484.0,144.9,126
1834,100113,100040,L4_exc,,L2/3,283.6,164.9,177.9,148
1835,100141,100078,L4_exc,L23_pyr,L2/3,151.8,229.5,272.8,324
1836,100080,100144,L23_pyr,L4_exc,L4,276.6,346.0,213.0,139
1837,100041,100190,L23_pyr,L5_pyr,L5,292.2,492.2,197.4,127
1838,100096,100189,L4_exc,,L5,45.7,525.5,161.9,478
1839,100164,100152,L5_pyr,L4_exc,L4,-26.1,388.5,113.3,265
1840,100246,100103,basket,L4_exc,L4,97.2,303.6,246.7,421
1841,100285,100026,martinotti,L23_pyr,L2/3,133.5,238.9,268.8,217
1842,100212,100238,L5_pyr,basket,L4,96.5,378.6,216.2,217
1843,100214,100018,L5_pyr,L23_pyr,L2/3,278.2,115.6,257.1,117
1844,100043,100256,L23_pyr,basket,L2/3,48.6,307.0,268.0,140
1845,100056,100047,L23_pyr,L23_pyr,L2/3,90.3,198.2,283.4,249
1846,100289,100210,vip,L5_pyr,L5,47.7,466.6,284.0,407
