10.1016/j.media.2023.102768	Unpaired mesh-to-image translation for 3D fluorescent microscopy images of neurons	Medical Image Anal.	While Generative Adversarial Networks (GANs) can now reliably produce realistic images in a multitude of imaging domains, they are ill-equipped to model thin, stochastic textures present in many large 3D fluorescent microscopy (FM) images acquired in biologica
10.1038/s41467-023-44681-2	Functional neuronal circuits emerge in the absence of developmental activity	Nature Communications	The complex neuronal circuitry of the brain develops from limited information contained in the genome. After the genetic code instructs the birth of neurons, the emergence of brain regions, and the formation of axon tracts, it is believed that temporally struc
10.1039/c6nr01908k	Simultaneous cathodoluminescence and electron microscopy cytometry of cellular vesicles labeled with fluorescent nanodiamonds.	Nanoscale	Light and Transmission Electron Microscopies (LM and TEM) hold potential in bioimaging owing to the advantages of fast imaging of multiple cells with LM and ultrastructure resolution offered by TEM. Integrated or correlated LM and TEM are the current approache
10.1007/s10162-014-0480-x	How to Bury the Dead: Elimination of Apoptotic Hair Cells from the Hearing Organ of the Mouse	Journal of the Association for Research 	Hair cell death is a major cause of hearing impairment. Preservation of surface barrier upon hair cell loss is critical to prevent leakage of potassium-rich endolymph into the organ of Corti and to prevent expansion of cellular damage. Understanding of wound h
10.1038/ncomms6655	Reciprocal inhibition between sensory ASH and ASI neurons modulates nociception and avoidance in Caenorhabditis elegans	Nature Communications	Sensory modulation is essential for animal sensations, behaviours and survival. Peripheral modulations of nociceptive sensations and aversive behaviours are poorly understood. Here we identify a biased cross-inhibitory neural circuit between ASH and ASI sensor
10.1101/2020.10.28.358200	Ultrastructural view of astrocyte-astrocyte and astrocyte-synapse contacts within the hippocampus	bioRxiv	Astrocytes branch out and make contact at their interfaces. However, the ultrastructural interactions of astrocytes and astrocytes with their surroundings, including the spatial-location selectivity of astrocyte-synapse contacts, remain unknown. Here, the bran
10.1016/j.cub.2017.05.083	Motion Vision: Cortical Preferences Influenced by Retinal Direction Selectivity.	Current Biology	A recent study shows that retinal direction selectivity influences a subset of cells in primary visual cortex which respond to the optic flow associated with forward motion, while other cortical direction selective cells perform this computation independently.
10.1101/2020.04.11.037333	Parallel Visual Pathways with Topographic versus Nontopographic Organization Connect the Drosophila Eyes to the Central Brain	bioRxiv	One hallmark of the visual system is the strict retinotopic organization from the periphery towards the central brain, spanning multiple layers of synaptic integration. Recent Drosophila studies on the computation of distinct visual features have shown that re
10.1162/imag.a.1317	Bayesian insights into exchange and restriction in gray matter diffusion MRI	Imaging neuroscience	Abstract Biophysical models in diffusion MRI (dMRI) hold promise for characterizing gray matter tissue microstructure. Yet, the reliability of their parameter estimates remains largely under studied, especially in models that incorporate water exchange. In thi
10.1016/j.neuron.2020.09.005	Artificial Neural Networks for Neuroscientists: A Primer	Neuron	SUMMARY Artificial neural networks (ANNs) are essential tools in machine learning that have drawn increasing attention in neuroscience. Besides offering powerful techniques for data analysis, ANNs provide a new approach for neuroscientists to build models for 
10.1016/b978-0-12-800781-5.00012-8	Role of the Clustered Protocadherins in Promoting Neuronal Diversity and Function	Neural Surface Antigens	
10.1371/journal.pone.0227601	Switchable resolution in soft x-ray tomography of single cells	PLoS ONE	The diversity of living cells, in both size and internal complexity, calls for imaging methods with adaptable spatial resolution. Soft x-ray tomography (SXT) is a three-dimensional imaging technique ideally suited to visualizing and quantifying the internal or
10.3389/fbioe.2024.1357598	A leg model based on anatomical landmarks to study 3D joint kinematics of walking in Drosophila melanogaster	bioRxiv	Walking is the most common form of how animals move on land. The model organism Drosophila melanogaster has become increasingly popular for studying how the nervous system controls behavior in general and walking in particular. Despite recent advances in track
10.7554/elife.99545	Efficient coding in biophysically realistic excitatory-inhibitory spiking networks	eLife	The principle of efficient coding posits that sensory cortical networks are designed to encode maximal sensory information with minimal metabolic cost. Despite the major influence of efficient coding in neuroscience, it has remained unclear whether fundamental
10.1016/j.conb.2011.11.010	Computational Methods and Challenges for Large-Scale Circuit Mapping	Current Opinion in Neurobiology	Summary The connectivity architecture of neuronal circuits is essential to understand how brains work, yet our knowledge about the neuronal wiring diagrams remains limited and partial. Technical breakthroughs in labeling and imaging methods starting more than 
10.1515/revneuro-2022-0137	Efficient, continual, and generalized learning in the brain – neural mechanism of Mental Schema 2.0 –	Reviews in the Neurosciences	Abstract There has been tremendous progress in artificial neural networks (ANNs) over the past decade; however, the gap between ANNs and the biological brain as a learning device remains large. With the goal of closing this gap, this paper reviews learning mec
10.1016/j.neuron.2019.10.001	Natural Variation in a Dendritic Scaffold Protein Remodels Experience-Dependent Plasticity by Altering Neuropeptide Expression	Neuron	Summary The extent to which behavior is shaped by experience varies between individuals. Genetic differences contribute to this variation, but the neural mechanisms are not understood. Here, we dissect natural variation in the behavioral flexibility of two Cae
10.1098/rstb.2016.0154	Astrocytic control of synaptic function	Philosophical Transactions of the Royal 	Astrocytes intimately interact with synapses, both morphologically and, as evidenced in the past 20 years, at the functional level. Ultrathin astrocytic processes contact and sometimes enwrap the synaptic elements, sense synaptic transmission and shape or alte
10.1523/jneurosci.1620-21.2022	Dendritic domain-specific sampling of long-range axons shapes feedforward and feedback connectivity of L5 neurons	Journal of Neuroscience	Feedforward and feedback pathways interact in specific dendritic domains to enable cognitive functions such as predictive processing and learning. Based on axonal projections, hierarchically lower areas are thought to form synapses primarily on dendrites in mi
